日期,自适应分位数,计划购电量(kWh),紧急购电量(kWh),计划购电费(元),紧急购电费(元),总费用(元),0:00储电量(kWh),24:00储电量(kWh)
2025-02-01,0.75,49050.16149990747,0.0,26113.074713016973,0.0,26113.074713016973,10800.0,10800.0
2025-02-02,0.75,96314.99289808364,0.0,61605.046439621954,0.0,61605.046439621954,10800.0,10800.0
2025-02-03,0.75,93344.07660115129,0.0,59413.91068778024,0.0,59413.91068778024,10800.0,10800.0
2025-02-04,0.75,93590.94426484352,0.0,59634.877276420506,0.0,59634.877276420506,10800.0,10800.0
2025-02-05,0.75,89119.4825026606,1.9264141228017024,56287.232393141356,11.189576432293688,56298.42196957365,10800.0,10800.0
2025-02-06,0.75,90058.03583365954,27.027433731288852,57130.38468217551,157.68359342819127,57288.0682756037,10800.0,10800.0
2025-02-07,0.75,44228.506180330376,0.0,23208.50754511416,0.0,23208.50754511416,10800.0,10800.0
2025-02-08,0.75,39854.31882771912,40.17308092536052,20859.838637899426,245.57804369672886,21105.416681596154,10800.0,10800.0
2025-02-09,0.75,85204.7106667699,78.59121570924393,53533.92517553067,407.8664297049375,53941.79160523561,10800.0,10766.13395873617
2025-02-10,0.7503527712631649,86309.47387137909,0.0,54368.683748555006,0.0,54368.683748555006,10766.13395873617,10653.212790958642
2025-02-11,0.7515290334275142,86676.67626134236,143.47902846769384,54627.855697945895,799.0122798541233,55426.86797780002,10653.212790958642,10618.814654834474
2025-02-12,0.7518873473454742,85354.62933337592,0.0,53629.76679419556,0.0,53629.76679419556,10618.814654834474,10800.0
2025-02-13,0.75,85465.96497481855,0.0,53799.90444782867,0.0,53799.90444782867,10800.0,10800.0
2025-02-14,0.75,38499.50528786767,0.0,20271.181827900866,0.0,20271.181827900866,10800.0,10800.0
2025-02-15,0.75,37795.66453779651,0.0,19907.490357116098,0.0,19907.490357116098,10800.0,10800.0
2025-02-16,0.75,83893.40689288518,32.15822107680685,52613.8347424472,146.30382678893278,52760.13856923614,10800.0,10800.0
2025-02-17,0.75,82387.86130700237,9.387593058519656,51574.624067830846,42.70885461973518,51617.33292245058,10800.0,10800.0
2025-02-18,0.75,82599.37994066716,17.233249729573117,51801.78193903121,78.4026696446929,51880.1846086759,10800.0,10800.0
2025-02-19,0.75,80640.58421697619,35.70067434740952,50377.85971131205,156.95943234400505,50534.81914365605,10800.0,10714.59942154674
2025-02-20,0.7508895893588882,79395.69621519171,18.44004695509932,49332.4103576527,86.37317993768521,49418.78353759038,10714.59942154674,10800.0
2025-02-21,0.75,36826.063599075096,0.0,19359.27042442762,0.0,19359.27042442762,10800.0,10800.0
2025-02-22,0.75,36679.922797639214,0.0,19308.37727179064,0.0,19308.37727179064,10800.0,10800.0
2025-02-23,0.75,80238.90260816495,12.252814209334474,49923.552136604456,57.392181756522675,49980.94431836098,10800.0,10800.0
2025-02-24,0.75,77860.34141278,34.135311118072764,48144.5133650059,155.86352570382127,48300.37689070972,10800.0,10800.0
2025-02-25,0.75,78261.38435860413,34.52535703859371,48443.99854438154,155.35177204465978,48599.3503164262,10800.0,10800.0
2025-02-26,0.75,76114.20232197882,0.0,47105.83456933586,0.0,47105.83456933586,10800.0,10800.0
2025-02-27,0.75,74186.39532436153,330.4934297489334,45706.828744894956,1625.810062883772,47332.63880777873,10800.0,10800.0
2025-02-28,0.75,35487.952655229645,0.0,18493.92158964881,0.0,18493.92158964881,10800.0,10800.0
2025-03-01,0.75,35605.827571088725,0.0,18647.6738970058,0.0,18647.6738970058,10800.0,10800.0
2025-03-02,0.75,74502.27554595757,3211.4433753603357,45912.86067818231,21690.574434165323,67603.43511234764,10800.0,10794.672167690507
2025-03-03,0.7500554982532239,73114.23258462944,3992.658335236333,45134.696416150415,25019.62757117026,70154.32398732068,10794.672167690507,10760.236996211033
2025-03-04,0.7504141979561351,73376.67527263094,888.6261161669618,45328.1507462327,6159.851817351837,51488.00256358454,10760.236996211033,10727.379469346295
2025-03-05,0.750756463860976,76393.95527175492,3.286666666666747,47150.821642328556,14.952690000000366,47165.774332328554,10727.379469346295,10800.0
2025-03-06,0.75,74760.8815088387,0.0,46256.834545475154,0.0,46256.834545475154,10800.0,10800.0
2025-03-07,0.75,35013.97765585518,0.0,18352.29385244129,0.0,18352.29385244129,10800.0,10800.0
2025-03-08,0.75,34272.5706676011,0.0,17999.044442543483,0.0,17999.044442543483,10800.0,10800.0
2025-03-09,0.75,76072.31760227098,0.0,46861.744015065466,0.0,46861.744015065466,10800.0,10800.0
2025-03-10,0.75,75261.5626289871,0.0,46420.407355586256,0.0,46420.407355586256,10800.0,10800.0
2025-03-11,0.75,75179.62136868817,0.0,46289.47068186474,0.0,46289.47068186474,10800.0,10800.0
2025-03-12,0.75,71565.18512944705,0.0,43816.16637183956,0.0,43816.16637183956,10800.0,10800.0
2025-03-13,0.75,70639.61781836525,1566.2697443767877,43209.80790620148,10309.215554160608,53519.02346036209,10800.0,10800.0
2025-03-14,0.75,32915.699405687854,0.0,17150.988791018397,0.0,17150.988791018397,10800.0,10800.0
2025-03-15,0.75,32850.40041857866,0.0,17111.247949444278,0.0,17111.247949444278,10800.0,10757.908572654867
2025-03-16,0.7504384523681784,70668.14279276147,1.6400000000001,43096.06892901901,7.461180000000455,43103.53010901901,10757.908572654867,10800.0
2025-03-17,0.75,71335.70617215028,0.0,43458.297920279816,0.0,43458.297920279816,10800.0,10800.0
2025-03-18,0.75,68171.1331212527,643.576717531806,41348.91134599832,3182.4180864392843,44531.329432437604,10800.0,10800.0
2025-03-19,0.75,70269.48642865979,0.0,42819.3091398821,0.0,42819.3091398821,10800.0,10800.0
2025-03-20,0.75,71434.4481367825,0.0,43585.42008055374,0.0,43585.42008055374,10800.0,10800.0
2025-03-21,0.75,31851.07633728076,0.0,16501.463702681387,0.0,16501.463702681387,10800.0,10800.0
2025-03-22,0.75,32208.797130013652,0.0,16724.670470254496,0.0,16724.670470254496,10800.0,10800.0
2025-03-23,0.75,69373.65092589863,39.2089317387798,42155.87053057694,252.35215540113683,42408.22268597808,10800.0,10800.0
2025-03-24,0.75,65538.11924652083,0.0,39794.97977008036,0.0,39794.97977008036,10800.0,10800.0
2025-03-25,0.75,67042.31626539316,27.40709034026645,40766.13658010072,191.19186221369876,40957.32844231442,10800.0,10785.2851845429
2025-03-26,0.7501532793276782,67511.95545889142,0.0,40912.471547455345,0.0,40912.471547455345,10785.2851845429,10800.0
2025-03-27,0.75,69437.9934049949,0.0,42208.70550239835,0.0,42208.70550239835,10800.0,10800.0
2025-03-28,0.75,31398.57720429714,0.0,16177.299156088844,0.0,16177.299156088844,10800.0,10800.0
2025-03-29,0.75,31206.202798742,0.0,16052.167217689213,0.0,16052.167217689213,10800.0,10800.0
2025-03-30,0.75,69552.8045349715,0.0,42053.902477118,0.0,42053.902477118,10800.0,10800.0
2025-03-31,0.75,68980.32978414232,0.0,41645.73902104562,0.0,41645.73902104562,10800.0,10800.0
2025-04-01,0.75,70165.0296017894,0.0,42508.029222448626,0.0,42508.029222448626,10800.0,10800.0
2025-04-02,0.75,63239.936125824264,1669.8201208784003,38118.03233798151,8820.773179020624,46938.80551700213,10800.0,10800.0
2025-04-03,0.75,65570.73673053656,67.00059876063631,39434.67563087074,328.96233670151673,39763.63796757226,10800.0,10800.0
2025-04-04,0.75,30322.82512897719,0.0,15449.038368934003,0.0,15449.038368934003,10800.0,10800.0
2025-04-05,0.75,30546.490492056382,0.0,15623.774025463517,0.0,15623.774025463517,10800.0,10800.0
2025-04-06,0.75,64433.66312829174,0.0,38515.94680516906,0.0,38515.94680516906,10800.0,10800.0
2025-04-07,0.75,64558.157865653346,0.0,38630.375444885605,0.0,38630.375444885605,10800.0,10800.0
2025-04-08,0.75,66386.8610657661,104.15124999999911,39510.54064839281,513.4415774999956,40023.9822258928,10800.0,10800.0
