date,slot_id,time_marker_normalized,load_kw,source_file,source_sheet,source_row,source_column,source_cell,raw_date_value,raw_time_value,raw_value
2025-01-01,1,0:10,3529.7296,附件2.xlsx,小区负载,2,B,B2,45658,6.9444444444444441E-3,3529.7296000000001
2025-01-01,2,0:20,3609.5287,附件2.xlsx,小区负载,2,C,C2,45658,1.3888888888888888E-2,3609.5286999999998
2025-01-01,3,0:30,3726.56,附件2.xlsx,小区负载,2,D,D2,45658,2.0833333333333301E-2,3726.56
2025-01-01,4,0:40,3510.6311,附件2.xlsx,小区负载,2,E,E2,45658,2.77777777777777E-2,3510.6311000000001
2025-01-01,5,0:50,3502.5625,附件2.xlsx,小区负载,2,F,F2,45658,3.4722222222222203E-2,3502.5625
2025-01-01,6,1:00,3787.01,附件2.xlsx,小区负载,2,G,G2,45658,4.1666666666666602E-2,3787.01
2025-01-01,7,1:10,3900.3205,附件2.xlsx,小区负载,2,H,H2,45658,4.8611111111111098E-2,3900.3204999999998
2025-01-01,8,1:20,3916.8376,附件2.xlsx,小区负载,2,I,I2,45658,5.5555555555555497E-2,3916.8375999999998
2025-01-01,9,1:30,3817.28,附件2.xlsx,小区负载,2,J,J2,45658,6.25E-2,3817.28
2025-01-01,10,1:40,3533.0136,附件2.xlsx,小区负载,2,K,K2,45658,6.9444444444444406E-2,3533.0136000000002
2025-01-01,11,1:50,3694.6613,附件2.xlsx,小区负载,2,L,L2,45658,7.6388888888888895E-2,3694.6613000000002
2025-01-01,12,2:00,4064.73,附件2.xlsx,小区负载,2,M,M2,45658,8.3333333333333301E-2,4064.73
2025-01-01,13,2:10,3810.671,附件2.xlsx,小区负载,2,N,N2,45658,9.0277777777777707E-2,3810.6709999999998
2025-01-01,14,2:20,3844.9495,附件2.xlsx,小区负载,2,O,O2,45658,9.7222222222222293E-2,3844.9495000000002
2025-01-01,15,2:30,4234.62,附件2.xlsx,小区负载,2,P,P2,45658,0.104166666666667,4234.62
2025-01-01,16,2:40,4109.9755,附件2.xlsx,小区负载,2,Q,Q2,45658,0.11111111111111099,4109.9754999999996
2025-01-01,17,2:50,3996.8945,附件2.xlsx,小区负载,2,R,R2,45658,0.118055555555555,3996.8944999999999
2025-01-01,18,3:00,4102.19,附件2.xlsx,小区负载,2,S,S2,45658,0.125,4102.1899999999996
2025-01-01,19,3:10,4086.0577,附件2.xlsx,小区负载,2,T,T2,45658,0.131944444444444,4086.0576999999998
2025-01-01,20,3:20,4133.7626,附件2.xlsx,小区负载,2,U,U2,45658,0.13888888888888801,4133.7626
2025-01-01,21,3:30,4179.18,附件2.xlsx,小区负载,2,V,V2,45658,0.14583333333333301,4179.18
2025-01-01,22,3:40,3953.3711,附件2.xlsx,小区负载,2,W,W2,45658,0.15277777777777701,3953.3710999999998
2025-01-01,23,3:50,3910.7496,附件2.xlsx,小区负载,2,X,X2,45658,0.15972222222222199,3910.7496000000001
2025-01-01,24,4:00,4099.31,附件2.xlsx,小区负载,2,Y,Y2,45658,0.16666666666666599,4099.3100000000004
2025-01-01,25,4:10,4123.8623,附件2.xlsx,小区负载,2,Z,Z2,45658,0.17361111111111099,4123.8622999999998
2025-01-01,26,4:20,4169.0068,附件2.xlsx,小区负载,2,AA,AA2,45658,0.180555555555555,4169.0068000000001
2025-01-01,27,4:30,4260.24,附件2.xlsx,小区负载,2,AB,AB2,45658,0.1875,4260.24
2025-01-01,28,4:40,4217.2222,附件2.xlsx,小区负载,2,AC,AC2,45658,0.194444444444444,4217.2222000000002
2025-01-01,29,4:50,4261.857,附件2.xlsx,小区负载,2,AD,AD2,45658,0.20138888888888801,4261.857
2025-01-01,30,5:00,4341.9,附件2.xlsx,小区负载,2,AE,AE2,45658,0.20833333333333301,4341.8999999999996
2025-01-01,31,5:10,4208.2208,附件2.xlsx,小区负载,2,AF,AF2,45658,0.21527777777777701,4208.2208000000001
2025-01-01,32,5:20,4302.1233,附件2.xlsx,小区负载,2,AG,AG2,45658,0.22222222222222199,4302.1233000000002
2025-01-01,33,5:30,4456.59,附件2.xlsx,小区负载,2,AH,AH2,45658,0.22916666666666599,4456.59
2025-01-01,34,5:40,4148.637,附件2.xlsx,小区负载,2,AI,AI2,45658,0.23611111111111099,4148.6369999999997
2025-01-01,35,5:50,4498.1333,附件2.xlsx,小区负载,2,AJ,AJ2,45658,0.243055555555555,4498.1333000000004
2025-01-01,36,6:00,5369.38,附件2.xlsx,小区负载,2,AK,AK2,45658,0.25,5369.38
2025-01-01,37,6:10,5440.8991,附件2.xlsx,小区负载,2,AL,AL2,45658,0.25694444444444398,5440.8990999999996
2025-01-01,38,6:20,5316.893,附件2.xlsx,小区负载,2,AM,AM2,45658,0.26388888888888801,5316.893
2025-01-01,39,6:30,5399.82,附件2.xlsx,小区负载,2,AN,AN2,45658,0.27083333333333298,5399.82
2025-01-01,40,6:40,5447.4007,附件2.xlsx,小区负载,2,AO,AO2,45658,0.27777777777777701,5447.4007000000001
2025-01-01,41,6:50,5444.401,附件2.xlsx,小区负载,2,AP,AP2,45658,0.28472222222222199,5444.4009999999998
2025-01-01,42,7:00,5433.63,附件2.xlsx,小区负载,2,AQ,AQ2,45658,0.29166666666666602,5433.63
2025-01-01,43,7:10,5449.2818,附件2.xlsx,小区负载,2,AR,AR2,45658,0.29861111111111099,5449.2817999999997
2025-01-01,44,7:20,5510.0042,附件2.xlsx,小区负载,2,AS,AS2,45658,0.30555555555555503,5510.0042000000003
2025-01-01,45,7:30,5476,附件2.xlsx,小区负载,2,AT,AT2,45658,0.3125,5476
2025-01-01,46,7:40,5329.4215,附件2.xlsx,小区负载,2,AU,AU2,45658,0.31944444444444398,5329.4215000000004
2025-01-01,47,7:50,6084.1163,附件2.xlsx,小区负载,2,AV,AV2,45658,0.32638888888888801,6084.1162999999997
2025-01-01,48,8:00,7316,附件2.xlsx,小区负载,2,AW,AW2,45658,0.33333333333333298,7316
2025-01-01,49,8:10,7469.4947,附件2.xlsx,小区负载,2,AX,AX2,45658,0.34027777777777701,7469.4947000000002
2025-01-01,50,8:20,7225.691,附件2.xlsx,小区负载,2,AY,AY2,45658,0.34722222222222199,7225.6909999999998
2025-01-01,51,8:30,7216.13,附件2.xlsx,小区负载,2,AZ,AZ2,45658,0.35416666666666602,7216.13
2025-01-01,52,8:40,7361.7004,附件2.xlsx,小区负载,2,BA,BA2,45658,0.36111111111111099,7361.7003999999997
2025-01-01,53,8:50,7275.513,附件2.xlsx,小区负载,2,BB,BB2,45658,0.36805555555555503,7275.5129999999999
2025-01-01,54,9:00,7077.29,附件2.xlsx,小区负载,2,BC,BC2,45658,0.375,7077.29
2025-01-01,55,9:10,7221.8762,附件2.xlsx,小区负载,2,BD,BD2,45658,0.38194444444444398,7221.8761999999997
2025-01-01,56,9:20,7229.5513,附件2.xlsx,小区负载,2,BE,BE2,45658,0.38888888888888801,7229.5513000000001
2025-01-01,57,9:30,7099.33,附件2.xlsx,小区负载,2,BF,BF2,45658,0.39583333333333298,7099.33
2025-01-01,58,9:40,7297.1521,附件2.xlsx,小区负载,2,BG,BG2,45658,0.40277777777777701,7297.1521000000002
2025-01-01,59,9:50,7313.1756,附件2.xlsx,小区负载,2,BH,BH2,45658,0.40972222222222199,7313.1755999999996
2025-01-01,60,10:00,7099.46,附件2.xlsx,小区负载,2,BI,BI2,45658,0.41666666666666602,7099.46
2025-01-01,61,10:10,7125.5214,附件2.xlsx,小区负载,2,BJ,BJ2,45658,0.42361111111111099,7125.5213999999996
2025-01-01,62,10:20,7096.3104,附件2.xlsx,小区负载,2,BK,BK2,45658,0.43055555555555503,7096.3104000000003
2025-01-01,63,10:30,6986.17,附件2.xlsx,小区负载,2,BL,BL2,45658,0.4375,6986.17
2025-01-01,64,10:40,7098.9702,附件2.xlsx,小区负载,2,BM,BM2,45658,0.44444444444444398,7098.9701999999997
2025-01-01,65,10:50,7193.993,附件2.xlsx,小区负载,2,BN,BN2,45658,0.45138888888888801,7193.9930000000004
2025-01-01,66,11:00,7135.18,附件2.xlsx,小区负载,2,BO,BO2,45658,0.45833333333333298,7135.18
2025-01-01,67,11:10,7042.947,附件2.xlsx,小区负载,2,BP,BP2,45658,0.46527777777777701,7042.9470000000001
2025-01-01,68,11:20,7069.1675,附件2.xlsx,小区负载,2,BQ,BQ2,45658,0.47222222222222199,7069.1674999999996
2025-01-01,69,11:30,7129.17,附件2.xlsx,小区负载,2,BR,BR2,45658,0.47916666666666602,7129.17
2025-01-01,70,11:40,6971.0393,附件2.xlsx,小区负载,2,BS,BS2,45658,0.48611111111111099,6971.0393000000004
2025-01-01,71,11:50,6648.4937,附件2.xlsx,小区负载,2,BT,BT2,45658,0.49305555555555503,6648.4937
2025-01-01,72,12:00,6471.29,附件2.xlsx,小区负载,2,BU,BU2,45658,0.5,6471.29
2025-01-01,73,12:10,6681.1855,附件2.xlsx,小区负载,2,BV,BV2,45658,0.50694444444444398,6681.1854999999996
2025-01-01,74,12:20,6585.2714,附件2.xlsx,小区负载,2,BW,BW2,45658,0.51388888888888795,6585.2713999999996
2025-01-01,75,12:30,6283.97,附件2.xlsx,小区负载,2,BX,BX2,45658,0.52083333333333304,6283.97
2025-01-01,76,12:40,6547.9322,附件2.xlsx,小区负载,2,BY,BY2,45658,0.52777777777777701,6547.9322000000002
2025-01-01,77,12:50,6747.6789,附件2.xlsx,小区负载,2,BZ,BZ2,45658,0.53472222222222199,6747.6788999999999
2025-01-01,78,13:00,6682.36,附件2.xlsx,小区负载,2,CA,CA2,45658,0.54166666666666596,6682.36
2025-01-01,79,13:10,6790.9628,附件2.xlsx,小区负载,2,CB,CB2,45658,0.54861111111111105,6790.9628000000002
2025-01-01,80,13:20,6916.0165,附件2.xlsx,小区负载,2,CC,CC2,45658,0.55555555555555503,6916.0164999999997
2025-01-01,81,13:30,6834.78,附件2.xlsx,小区负载,2,CD,CD2,45658,0.5625,6834.78
2025-01-01,82,13:40,6546.5252,附件2.xlsx,小区负载,2,CE,CE2,45658,0.56944444444444398,6546.5252
2025-01-01,83,13:50,6539.873,附件2.xlsx,小区负载,2,CF,CF2,45658,0.57638888888888795,6539.8729999999996
2025-01-01,84,14:00,6773.97,附件2.xlsx,小区负载,2,CG,CG2,45658,0.58333333333333304,6773.97
2025-01-01,85,14:10,6736.8117,附件2.xlsx,小区负载,2,CH,CH2,45658,0.59027777777777701,6736.8117000000002
2025-01-01,86,14:20,6623.3813,附件2.xlsx,小区负载,2,CI,CI2,45658,0.59722222222222199,6623.3813
2025-01-01,87,14:30,6548.98,附件2.xlsx,小区负载,2,CJ,CJ2,45658,0.60416666666666596,6548.98
