target_datetime,date,slot_id,load_kw,interval_end,LOAD_W1,LOAD_W1_source_end,LOAD_D1,LOAD_D1_source_end,fixed_price,common_history_available
2025-01-01 00:00:00,2025-01-01,1,3529.7296,2025-01-01 00:10:00,,2024-12-25 00:10:00,,2024-12-31 00:10:00,0.4248,False
2025-01-01 00:10:00,2025-01-01,2,3609.5287,2025-01-01 00:20:00,,2024-12-25 00:20:00,,2024-12-31 00:20:00,0.4245,False
2025-01-01 00:20:00,2025-01-01,3,3726.56,2025-01-01 00:30:00,,2024-12-25 00:30:00,,2024-12-31 00:30:00,0.4269,False
2025-01-01 00:30:00,2025-01-01,4,3510.6311,2025-01-01 00:40:00,,2024-12-25 00:40:00,,2024-12-31 00:40:00,0.4272,False
2025-01-01 00:40:00,2025-01-01,5,3502.5625,2025-01-01 00:50:00,,2024-12-25 00:50:00,,2024-12-31 00:50:00,0.4271,False
2025-01-01 00:50:00,2025-01-01,6,3787.01,2025-01-01 01:00:00,,2024-12-25 01:00:00,,2024-12-31 01:00:00,0.4285,False
2025-01-01 01:00:00,2025-01-01,7,3900.3205,2025-01-01 01:10:00,,2024-12-25 01:10:00,,2024-12-31 01:10:00,0.4311,False
2025-01-01 01:10:00,2025-01-01,8,3916.8376,2025-01-01 01:20:00,,2024-12-25 01:20:00,,2024-12-31 01:20:00,0.4302,False
2025-01-01 01:20:00,2025-01-01,9,3817.28,2025-01-01 01:30:00,,2024-12-25 01:30:00,,2024-12-31 01:30:00,0.4279,False
2025-01-01 01:30:00,2025-01-01,10,3533.0136,2025-01-01 01:40:00,,2024-12-25 01:40:00,,2024-12-31 01:40:00,0.4312,False
2025-01-01 01:40:00,2025-01-01,11,3694.6613,2025-01-01 01:50:00,,2024-12-25 01:50:00,,2024-12-31 01:50:00,0.4333,False
2025-01-01 01:50:00,2025-01-01,12,4064.73,2025-01-01 02:00:00,,2024-12-25 02:00:00,,2024-12-31 02:00:00,0.4311,False
2025-01-01 02:00:00,2025-01-01,13,3810.671,2025-01-01 02:10:00,,2024-12-25 02:10:00,,2024-12-31 02:10:00,0.4293,False
2025-01-01 02:10:00,2025-01-01,14,3844.9495,2025-01-01 02:20:00,,2024-12-25 02:20:00,,2024-12-31 02:20:00,0.4324,False
2025-01-01 02:20:00,2025-01-01,15,4234.62,2025-01-01 02:30:00,,2024-12-25 02:30:00,,2024-12-31 02:30:00,0.4367,False
2025-01-01 02:30:00,2025-01-01,16,4109.9755,2025-01-01 02:40:00,,2024-12-25 02:40:00,,2024-12-31 02:40:00,0.4348,False
2025-01-01 02:40:00,2025-01-01,17,3996.8945,2025-01-01 02:50:00,,2024-12-25 02:50:00,,2024-12-31 02:50:00,0.4335,False
2025-01-01 02:50:00,2025-01-01,18,4102.19,2025-01-01 03:00:00,,2024-12-25 03:00:00,,2024-12-31 03:00:00,0.4357,False
2025-01-01 03:00:00,2025-01-01,19,4086.0577,2025-01-01 03:10:00,,2024-12-25 03:10:00,,2024-12-31 03:10:00,0.4374,False
2025-01-01 03:10:00,2025-01-01,20,4133.7626,2025-01-01 03:20:00,,2024-12-25 03:20:00,,2024-12-31 03:20:00,0.4371,False
2025-01-01 03:20:00,2025-01-01,21,4179.18,2025-01-01 03:30:00,,2024-12-25 03:30:00,,2024-12-31 03:30:00,0.4356,False
2025-01-01 03:30:00,2025-01-01,22,3953.3711,2025-01-01 03:40:00,,2024-12-25 03:40:00,,2024-12-31 03:40:00,0.4353,False
2025-01-01 03:40:00,2025-01-01,23,3910.7496,2025-01-01 03:50:00,,2024-12-25 03:50:00,,2024-12-31 03:50:00,0.436,False
2025-01-01 03:50:00,2025-01-01,24,4099.31,2025-01-01 04:00:00,,2024-12-25 04:00:00,,2024-12-31 04:00:00,0.4378,False
2025-01-01 04:00:00,2025-01-01,25,4123.8623,2025-01-01 04:10:00,,2024-12-25 04:10:00,,2024-12-31 04:10:00,0.4401,False
2025-01-01 04:10:00,2025-01-01,26,4169.0068,2025-01-01 04:20:00,,2024-12-25 04:20:00,,2024-12-31 04:20:00,0.4389,False
2025-01-01 04:20:00,2025-01-01,27,4260.24,2025-01-01 04:30:00,,2024-12-25 04:30:00,,2024-12-31 04:30:00,0.4364,False
2025-01-01 04:30:00,2025-01-01,28,4217.2222,2025-01-01 04:40:00,,2024-12-25 04:40:00,,2024-12-31 04:40:00,0.4393,False
2025-01-01 04:40:00,2025-01-01,29,4261.857,2025-01-01 04:50:00,,2024-12-25 04:50:00,,2024-12-31 04:50:00,0.4422,False
2025-01-01 04:50:00,2025-01-01,30,4341.9,2025-01-01 05:00:00,,2024-12-25 05:00:00,,2024-12-31 05:00:00,0.4395,False
2025-01-01 05:00:00,2025-01-01,31,4208.2208,2025-01-01 05:10:00,,2024-12-25 05:10:00,,2024-12-31 05:10:00,0.4333,False
2025-01-01 05:10:00,2025-01-01,32,4302.1233,2025-01-01 05:20:00,,2024-12-25 05:20:00,,2024-12-31 05:20:00,0.4439,False
2025-01-01 05:20:00,2025-01-01,33,4456.59,2025-01-01 05:30:00,,2024-12-25 05:30:00,,2024-12-31 05:30:00,0.4301,False
2025-01-01 05:30:00,2025-01-01,34,4148.637,2025-01-01 05:40:00,,2024-12-25 05:40:00,,2024-12-31 05:40:00,0.3713,False
2025-01-01 05:40:00,2025-01-01,35,4498.1333,2025-01-01 05:50:00,,2024-12-25 05:50:00,,2024-12-31 05:50:00,0.5708,False
2025-01-01 05:50:00,2025-01-01,36,5369.38,2025-01-01 06:00:00,,2024-12-25 06:00:00,,2024-12-31 06:00:00,0.9099,False
2025-01-01 06:00:00,2025-01-01,37,5440.8991,2025-01-01 06:10:00,,2024-12-25 06:10:00,,2024-12-31 06:10:00,0.9368,False
2025-01-01 06:10:00,2025-01-01,38,5316.893,2025-01-01 06:20:00,,2024-12-25 06:20:00,,2024-12-31 06:20:00,0.8758,False
2025-01-01 06:20:00,2025-01-01,39,5399.82,2025-01-01 06:30:00,,2024-12-25 06:30:00,,2024-12-31 06:30:00,0.8759,False
2025-01-01 06:30:00,2025-01-01,40,5447.4007,2025-01-01 06:40:00,,2024-12-25 06:40:00,,2024-12-31 06:40:00,0.8601,False
2025-01-01 06:40:00,2025-01-01,41,5444.401,2025-01-01 06:50:00,,2024-12-25 06:50:00,,2024-12-31 06:50:00,0.8442,False
2025-01-01 06:50:00,2025-01-01,42,5433.63,2025-01-01 07:00:00,,2024-12-25 07:00:00,,2024-12-31 07:00:00,0.8334,False
2025-01-01 07:00:00,2025-01-01,43,5449.2818,2025-01-01 07:10:00,,2024-12-25 07:10:00,,2024-12-31 07:10:00,0.8092,False
2025-01-01 07:10:00,2025-01-01,44,5510.0042,2025-01-01 07:20:00,,2024-12-25 07:20:00,,2024-12-31 07:20:00,0.7972,False
2025-01-01 07:20:00,2025-01-01,45,5476,2025-01-01 07:30:00,,2024-12-25 07:30:00,,2024-12-31 07:30:00,0.7644,False
2025-01-01 07:30:00,2025-01-01,46,5329.4215,2025-01-01 07:40:00,,2024-12-25 07:40:00,,2024-12-31 07:40:00,0.6899,False
2025-01-01 07:40:00,2025-01-01,47,6084.1163,2025-01-01 07:50:00,,2024-12-25 07:50:00,,2024-12-31 07:50:00,0.86,False
2025-01-01 07:50:00,2025-01-01,48,7316,2025-01-01 08:00:00,,2024-12-25 08:00:00,,2024-12-31 08:00:00,1.1617,False
2025-01-01 08:00:00,2025-01-01,49,7469.4947,2025-01-01 08:10:00,,2024-12-25 08:10:00,,2024-12-31 08:10:00,1.1683,False
2025-01-01 08:10:00,2025-01-01,50,7225.691,2025-01-01 08:20:00,,2024-12-25 08:20:00,,2024-12-31 08:20:00,1.0956,False
2025-01-01 08:20:00,2025-01-01,51,7216.13,2025-01-01 08:30:00,,2024-12-25 08:30:00,,2024-12-31 08:30:00,1.0849,False
2025-01-01 08:30:00,2025-01-01,52,7361.7004,2025-01-01 08:40:00,,2024-12-25 08:40:00,,2024-12-31 08:40:00,1.061,False
2025-01-01 08:40:00,2025-01-01,53,7275.513,2025-01-01 08:50:00,,2024-12-25 08:50:00,,2024-12-31 08:50:00,1.043,False
2025-01-01 08:50:00,2025-01-01,54,7077.29,2025-01-01 09:00:00,,2024-12-25 09:00:00,,2024-12-31 09:00:00,1.036,False
2025-01-01 09:00:00,2025-01-01,55,7221.8762,2025-01-01 09:10:00,,2024-12-25 09:10:00,,2024-12-31 09:10:00,1.0147,False
2025-01-01 09:10:00,2025-01-01,56,7229.5513,2025-01-01 09:20:00,,2024-12-25 09:20:00,,2024-12-31 09:20:00,0.9922,False
2025-01-01 09:20:00,2025-01-01,57,7099.33,2025-01-01 09:30:00,,2024-12-25 09:30:00,,2024-12-31 09:30:00,0.97,False
2025-01-01 09:30:00,2025-01-01,58,7297.1521,2025-01-01 09:40:00,,2024-12-25 09:40:00,,2024-12-31 09:40:00,0.9422,False
2025-01-01 09:40:00,2025-01-01,59,7313.1756,2025-01-01 09:50:00,,2024-12-25 09:50:00,,2024-12-31 09:50:00,0.9569,False
2025-01-01 09:50:00,2025-01-01,60,7099.46,2025-01-01 10:00:00,,2024-12-25 10:00:00,,2024-12-31 10:00:00,0.9977,False
2025-01-01 10:00:00,2025-01-01,61,7125.5214,2025-01-01 10:10:00,,2024-12-25 10:10:00,,2024-12-31 10:10:00,0.9919,False
2025-01-01 10:10:00,2025-01-01,62,7096.3104,2025-01-01 10:20:00,,2024-12-25 10:20:00,,2024-12-31 10:20:00,0.9588,False
2025-01-01 10:20:00,2025-01-01,63,6986.17,2025-01-01 10:30:00,,2024-12-25 10:30:00,,2024-12-31 10:30:00,0.9549,False
2025-01-01 10:30:00,2025-01-01,64,7098.9702,2025-01-01 10:40:00,,2024-12-25 10:40:00,,2024-12-31 10:40:00,0.9839,False
2025-01-01 10:40:00,2025-01-01,65,7193.993,2025-01-01 10:50:00,,2024-12-25 10:50:00,,2024-12-31 10:50:00,0.799,False
2025-01-01 10:50:00,2025-01-01,66,7135.18,2025-01-01 11:00:00,,2024-12-25 11:00:00,,2024-12-31 11:00:00,0.5025,False
2025-01-01 11:00:00,2025-01-01,67,7042.947,2025-01-01 11:10:00,,2024-12-25 11:10:00,,2024-12-31 11:10:00,0.4662,False
2025-01-01 11:10:00,2025-01-01,68,7069.1675,2025-01-01 11:20:00,,2024-12-25 11:20:00,,2024-12-31 11:20:00,0.5007,False
2025-01-01 11:20:00,2025-01-01,69,7129.17,2025-01-01 11:30:00,,2024-12-25 11:30:00,,2024-12-31 11:30:00,0.4827,False
2025-01-01 11:30:00,2025-01-01,70,6971.0393,2025-01-01 11:40:00,,2024-12-25 11:40:00,,2024-12-31 11:40:00,0.4785,False
2025-01-01 11:40:00,2025-01-01,71,6648.4937,2025-01-01 11:50:00,,2024-12-25 11:50:00,,2024-12-31 11:50:00,0.4662,False
2025-01-01 11:50:00,2025-01-01,72,6471.29,2025-01-01 12:00:00,,2024-12-25 12:00:00,,2024-12-31 12:00:00,0.4432,False
2025-01-01 12:00:00,2025-01-01,73,6681.1855,2025-01-01 12:10:00,,2024-12-25 12:10:00,,2024-12-31 12:10:00,0.4411,False
2025-01-01 12:10:00,2025-01-01,74,6585.2714,2025-01-01 12:20:00,,2024-12-25 12:20:00,,2024-12-31 12:20:00,0.4551,False
2025-01-01 12:20:00,2025-01-01,75,6283.97,2025-01-01 12:30:00,,2024-12-25 12:30:00,,2024-12-31 12:30:00,0.4463,False
2025-01-01 12:30:00,2025-01-01,76,6547.9322,2025-01-01 12:40:00,,2024-12-25 12:40:00,,2024-12-31 12:40:00,0.4113,False
2025-01-01 12:40:00,2025-01-01,77,6747.6789,2025-01-01 12:50:00,,2024-12-25 12:50:00,,2024-12-31 12:50:00,0.5682,False
2025-01-01 12:50:00,2025-01-01,78,6682.36,2025-01-01 13:00:00,,2024-12-25 13:00:00,,2024-12-31 13:00:00,0.8279,False
2025-01-01 13:00:00,2025-01-01,79,6790.9628,2025-01-01 13:10:00,,2024-12-25 13:10:00,,2024-12-31 13:10:00,0.8636,False
2025-01-01 13:10:00,2025-01-01,80,6916.0165,2025-01-01 13:20:00,,2024-12-25 13:20:00,,2024-12-31 13:20:00,0.8416,False
2025-01-01 13:20:00,2025-01-01,81,6834.78,2025-01-01 13:30:00,,2024-12-25 13:30:00,,2024-12-31 13:30:00,0.8618,False
2025-01-01 13:30:00,2025-01-01,82,6546.5252,2025-01-01 13:40:00,,2024-12-25 13:40:00,,2024-12-31 13:40:00,0.8623,False
2025-01-01 13:40:00,2025-01-01,83,6539.873,2025-01-01 13:50:00,,2024-12-25 13:50:00,,2024-12-31 13:50:00,0.9026,False
2025-01-01 13:50:00,2025-01-01,84,6773.97,2025-01-01 14:00:00,,2024-12-25 14:00:00,,2024-12-31 14:00:00,0.9754,False
2025-01-01 14:00:00,2025-01-01,85,6736.8117,2025-01-01 14:10:00,,2024-12-25 14:10:00,,2024-12-31 14:10:00,1.0002,False
2025-01-01 14:10:00,2025-01-01,86,6623.3813,2025-01-01 14:20:00,,2024-12-25 14:20:00,,2024-12-31 14:20:00,0.9978,False
2025-01-01 14:20:00,2025-01-01,87,6548.98,2025-01-01 14:30:00,,2024-12-25 14:30:00,,2024-12-31 14:30:00,1.0271,False
2025-01-01 14:30:00,2025-01-01,88,6398.5627,2025-01-01 14:40:00,,2024-12-25 14:40:00,,2024-12-31 14:40:00,1.0906,False
2025-01-01 14:40:00,2025-01-01,89,6196.5854,2025-01-01 14:50:00,,2024-12-25 14:50:00,,2024-12-31 14:50:00,0.9376,False
2025-01-01 14:50:00,2025-01-01,90,6154.69,2025-01-01 15:00:00,,2024-12-25 15:00:00,,2024-12-31 15:00:00,0.6694,False
2025-01-01 15:00:00,2025-01-01,91,6459.5818,2025-01-01 15:10:00,,2024-12-25 15:10:00,,2024-12-31 15:10:00,0.66,False
2025-01-01 15:10:00,2025-01-01,92,6622.8857,2025-01-01 15:20:00,,2024-12-25 15:20:00,,2024-12-31 15:20:00,0.7217,False
2025-01-01 15:20:00,2025-01-01,93,6493.61,2025-01-01 15:30:00,,2024-12-25 15:30:00,,2024-12-31 15:30:00,0.7308,False
2025-01-01 15:30:00,2025-01-01,94,6375.0516,2025-01-01 15:40:00,,2024-12-25 15:40:00,,2024-12-31 15:40:00,0.7534,False
2025-01-01 15:40:00,2025-01-01,95,6354.113,2025-01-01 15:50:00,,2024-12-25 15:50:00,,2024-12-31 15:50:00,0.7823,False
2025-01-01 15:50:00,2025-01-01,96,6404.25,2025-01-01 16:00:00,,2024-12-25 16:00:00,,2024-12-31 16:00:00,0.8055,False
2025-01-01 16:00:00,2025-01-01,97,6444.972,2025-01-01 16:10:00,,2024-12-25 16:10:00,,2024-12-31 16:10:00,0.8271,False
2025-01-01 16:10:00,2025-01-01,98,6399.4586,2025-01-01 16:20:00,,2024-12-25 16:20:00,,2024-12-31 16:20:00,0.8519,False
2025-01-01 16:20:00,2025-01-01,99,6292.15,2025-01-01 16:30:00,,2024-12-25 16:30:00,,2024-12-31 16:30:00,0.8791,False
2025-01-01 16:30:00,2025-01-01,100,6236.9153,2025-01-01 16:40:00,,2024-12-25 16:40:00,,2024-12-31 16:40:00,0.9024,False
2025-01-01 16:40:00,2025-01-01,101,6299.9437,2025-01-01 16:50:00,,2024-12-25 16:50:00,,2024-12-31 16:50:00,0.9163,False
2025-01-01 16:50:00,2025-01-01,102,6389.06,2025-01-01 17:00:00,,2024-12-25 17:00:00,,2024-12-31 17:00:00,0.9264,False
2025-01-01 17:00:00,2025-01-01,103,6325.1833,2025-01-01 17:10:00,,2024-12-25 17:10:00,,2024-12-31 17:10:00,0.9462,False
2025-01-01 17:10:00,2025-01-01,104,6169.4734,2025-01-01 17:20:00,,2024-12-25 17:20:00,,2024-12-31 17:20:00,0.9742,False
2025-01-01 17:20:00,2025-01-01,105,6191.99,2025-01-01 17:30:00,,2024-12-25 17:30:00,,2024-12-31 17:30:00,0.9862,False
2025-01-01 17:30:00,2025-01-01,106,6464.5067,2025-01-01 17:40:00,,2024-12-25 17:40:00,,2024-12-31 17:40:00,0.976,False
2025-01-01 17:40:00,2025-01-01,107,5764.0309,2025-01-01 17:50:00,,2024-12-25 17:50:00,,2024-12-31 17:50:00,1.0742,False
2025-01-01 17:50:00,2025-01-01,108,4529.45,2025-01-01 18:00:00,,2024-12-25 18:00:00,,2024-12-31 18:00:00,1.2313,False
2025-01-01 18:00:00,2025-01-01,109,4490.5328,2025-01-01 18:10:00,,2024-12-25 18:10:00,,2024-12-31 18:10:00,1.2561,False
2025-01-01 18:10:00,2025-01-01,110,4644.0206,2025-01-01 18:20:00,,2024-12-25 18:20:00,,2024-12-31 18:20:00,1.2447,False
2025-01-01 18:20:00,2025-01-01,111,4469.21,2025-01-01 18:30:00,,2024-12-25 18:30:00,,2024-12-31 18:30:00,1.2545,False
2025-01-01 18:30:00,2025-01-01,112,4470.465,2025-01-01 18:40:00,,2024-12-25 18:40:00,,2024-12-31 18:40:00,1.2522,False
2025-01-01 18:40:00,2025-01-01,113,4510.8756,2025-01-01 18:50:00,,2024-12-25 18:50:00,,2024-12-31 18:50:00,1.2881,False
2025-01-01 18:50:00,2025-01-01,114,4486.17,2025-01-01 19:00:00,,2024-12-25 19:00:00,,2024-12-31 19:00:00,1.3466,False
2025-01-01 19:00:00,2025-01-01,115,4471.7293,2025-01-01 19:10:00,,2024-12-25 19:10:00,,2024-12-31 19:10:00,1.3523,False
2025-01-01 19:10:00,2025-01-01,116,4439.8235,2025-01-01 19:20:00,,2024-12-25 19:20:00,,2024-12-31 19:20:00,1.3445,False
2025-01-01 19:20:00,2025-01-01,117,4387.19,2025-01-01 19:30:00,,2024-12-25 19:30:00,,2024-12-31 19:30:00,1.3483,False
2025-01-01 19:30:00,2025-01-01,118,4347.9765,2025-01-01 19:40:00,,2024-12-25 19:40:00,,2024-12-31 19:40:00,1.349,False
2025-01-01 19:40:00,2025-01-01,119,4300.6345,2025-01-01 19:50:00,,2024-12-25 19:50:00,,2024-12-31 19:50:00,1.3473,False
2025-01-01 19:50:00,2025-01-01,120,4315.99,2025-01-01 20:00:00,,2024-12-25 20:00:00,,2024-12-31 20:00:00,1.3482,False
2025-01-01 20:00:00,2025-01-01,121,4483.2744,2025-01-01 20:10:00,,2024-12-25 20:10:00,,2024-12-31 20:10:00,1.3513,False
2025-01-01 20:10:00,2025-01-01,122,4551.706,2025-01-01 20:20:00,,2024-12-25 20:20:00,,2024-12-31 20:20:00,1.34,False
2025-01-01 20:20:00,2025-01-01,123,4499.8,2025-01-01 20:30:00,,2024-12-25 20:30:00,,2024-12-31 20:30:00,1.3489,False
2025-01-01 20:30:00,2025-01-01,124,4535.0935,2025-01-01 20:40:00,,2024-12-25 20:40:00,,2024-12-31 20:40:00,1.3952,False
2025-01-01 20:40:00,2025-01-01,125,4528.916,2025-01-01 20:50:00,,2024-12-25 20:50:00,,2024-12-31 20:50:00,1.2226,False
2025-01-01 20:50:00,2025-01-01,126,4483.51,2025-01-01 21:00:00,,2024-12-25 21:00:00,,2024-12-31 21:00:00,0.9332,False
2025-01-01 21:00:00,2025-01-01,127,4548.2302,2025-01-01 21:10:00,,2024-12-25 21:10:00,,2024-12-31 21:10:00,0.9068,False
2025-01-01 21:10:00,2025-01-01,128,4595.6841,2025-01-01 21:20:00,,2024-12-25 21:20:00,,2024-12-31 21:20:00,0.9371,False
2025-01-01 21:20:00,2025-01-01,129,4620.9,2025-01-01 21:30:00,,2024-12-25 21:30:00,,2024-12-31 21:30:00,0.9371,False
2025-01-01 21:30:00,2025-01-01,130,4653.7148,2025-01-01 21:40:00,,2024-12-25 21:40:00,,2024-12-31 21:40:00,0.9871,False
2025-01-01 21:40:00,2025-01-01,131,4131.9845,2025-01-01 21:50:00,,2024-12-25 21:50:00,,2024-12-31 21:50:00,0.7764,False
2025-01-01 21:50:00,2025-01-01,132,3363,2025-01-01 22:00:00,,2024-12-25 22:00:00,,2024-12-31 22:00:00,0.4209,False
2025-01-01 22:00:00,2025-01-01,133,3305.7588,2025-01-01 22:10:00,,2024-12-25 22:10:00,,2024-12-31 22:10:00,0.3859,False
2025-01-01 22:10:00,2025-01-01,134,3470.932,2025-01-01 22:20:00,,2024-12-25 22:20:00,,2024-12-31 22:20:00,0.4368,False
2025-01-01 22:20:00,2025-01-01,135,3521.37,2025-01-01 22:30:00,,2024-12-25 22:30:00,,2024-12-31 22:30:00,0.4198,False
2025-01-01 22:30:00,2025-01-01,136,3561.5279,2025-01-01 22:40:00,,2024-12-25 22:40:00,,2024-12-31 22:40:00,0.4186,False
2025-01-01 22:40:00,2025-01-01,137,3386.068,2025-01-01 22:50:00,,2024-12-25 22:50:00,,2024-12-31 22:50:00,0.4241,False
2025-01-01 22:50:00,2025-01-01,138,3289.99,2025-01-01 23:00:00,,2024-12-25 23:00:00,,2024-12-31 23:00:00,0.4237,False
2025-01-01 23:00:00,2025-01-01,139,3774.2552,2025-01-01 23:10:00,,2024-12-25 23:10:00,,2024-12-31 23:10:00,0.4248,False
2025-01-01 23:10:00,2025-01-01,140,3883.62,2025-01-01 23:20:00,,2024-12-25 23:20:00,,2024-12-31 23:20:00,0.424,False
2025-01-01 23:20:00,2025-01-01,141,3525.14,2025-01-01 23:30:00,,2024-12-25 23:30:00,,2024-12-31 23:30:00,0.422,False
2025-01-01 23:30:00,2025-01-01,142,3553.5909,2025-01-01 23:40:00,,2024-12-25 23:40:00,,2024-12-31 23:40:00,0.424,False
2025-01-01 23:40:00,2025-01-01,143,3697.1141,2025-01-01 23:50:00,,2024-12-25 23:50:00,,2024-12-31 23:50:00,0.4271,False
2025-01-01 23:50:00,2025-01-01,144,3696.7,2025-01-02 00:00:00,,2024-12-26 00:00:00,,2025-01-01 00:00:00,0.4276,False
2025-01-02 00:00:00,2025-01-02,1,3622.5509,2025-01-02 00:10:00,,2024-12-26 00:10:00,3529.7296,2025-01-01 00:10:00,0.4248,False
2025-01-02 00:10:00,2025-01-02,2,3622.7611,2025-01-02 00:20:00,,2024-12-26 00:20:00,3609.5287,2025-01-01 00:20:00,0.4245,False
2025-01-02 00:20:00,2025-01-02,3,3708.23,2025-01-02 00:30:00,,2024-12-26 00:30:00,3726.56,2025-01-01 00:30:00,0.4269,False
2025-01-02 00:30:00,2025-01-02,4,3750.5226,2025-01-02 00:40:00,,2024-12-26 00:40:00,3510.6311,2025-01-01 00:40:00,0.4272,False
2025-01-02 00:40:00,2025-01-02,5,3684.9038,2025-01-02 00:50:00,,2024-12-26 00:50:00,3502.5625,2025-01-01 00:50:00,0.4271,False
2025-01-02 00:50:00,2025-01-02,6,3644.14,2025-01-02 01:00:00,,2024-12-26 01:00:00,3787.01,2025-01-01 01:00:00,0.4285,False
2025-01-02 01:00:00,2025-01-02,7,3809.298,2025-01-02 01:10:00,,2024-12-26 01:10:00,3900.3205,2025-01-01 01:10:00,0.4311,False
2025-01-02 01:10:00,2025-01-02,8,3855.1226,2025-01-02 01:20:00,,2024-12-26 01:20:00,3916.8376,2025-01-01 01:20:00,0.4302,False
2025-01-02 01:20:00,2025-01-02,9,3783.78,2025-01-02 01:30:00,,2024-12-26 01:30:00,3817.28,2025-01-01 01:30:00,0.4279,False
2025-01-02 01:30:00,2025-01-02,10,3907.3849,2025-01-02 01:40:00,,2024-12-26 01:40:00,3533.0136,2025-01-01 01:40:00,0.4312,False
2025-01-02 01:40:00,2025-01-02,11,3968.2398,2025-01-02 01:50:00,,2024-12-26 01:50:00,3694.6613,2025-01-01 01:50:00,0.4333,False
2025-01-02 01:50:00,2025-01-02,12,3886.77,2025-01-02 02:00:00,,2024-12-26 02:00:00,4064.73,2025-01-01 02:00:00,0.4311,False
2025-01-02 02:00:00,2025-01-02,13,3865.3901,2025-01-02 02:10:00,,2024-12-26 02:10:00,3810.671,2025-01-01 02:10:00,0.4293,False
2025-01-02 02:10:00,2025-01-02,14,3931.6861,2025-01-02 02:20:00,,2024-12-26 02:20:00,3844.9495,2025-01-01 02:20:00,0.4324,False
2025-01-02 02:20:00,2025-01-02,15,4055.98,2025-01-02 02:30:00,,2024-12-26 02:30:00,4234.62,2025-01-01 02:30:00,0.4367,False
2025-01-02 02:30:00,2025-01-02,16,4164.982,2025-01-02 02:40:00,,2024-12-26 02:40:00,4109.9755,2025-01-01 02:40:00,0.4348,False
2025-01-02 02:40:00,2025-01-02,17,4067.4326,2025-01-02 02:50:00,,2024-12-26 02:50:00,3996.8945,2025-01-01 02:50:00,0.4335,False
2025-01-02 02:50:00,2025-01-02,18,3919.44,2025-01-02 03:00:00,,2024-12-26 03:00:00,4102.19,2025-01-01 03:00:00,0.4357,False
2025-01-02 03:00:00,2025-01-02,19,4068.323,2025-01-02 03:10:00,,2024-12-26 03:10:00,4086.0577,2025-01-01 03:10:00,0.4374,False
2025-01-02 03:10:00,2025-01-02,20,4140.4792,2025-01-02 03:20:00,,2024-12-26 03:20:00,4133.7626,2025-01-01 03:20:00,0.4371,False
2025-01-02 03:20:00,2025-01-02,21,4061.12,2025-01-02 03:30:00,,2024-12-26 03:30:00,4179.18,2025-01-01 03:30:00,0.4356,False
2025-01-02 03:30:00,2025-01-02,22,4138.7041,2025-01-02 03:40:00,,2024-12-26 03:40:00,3953.3711,2025-01-01 03:40:00,0.4353,False
2025-01-02 03:40:00,2025-01-02,23,4283.3011,2025-01-02 03:50:00,,2024-12-26 03:50:00,3910.7496,2025-01-01 03:50:00,0.436,False
2025-01-02 03:50:00,2025-01-02,24,4330.98,2025-01-02 04:00:00,,2024-12-26 04:00:00,4099.31,2025-01-01 04:00:00,0.4378,False
2025-01-02 04:00:00,2025-01-02,25,4225.1585,2025-01-02 04:10:00,,2024-12-26 04:10:00,4123.8623,2025-01-01 04:10:00,0.4401,False
2025-01-02 04:10:00,2025-01-02,26,4201.989,2025-01-02 04:20:00,,2024-12-26 04:20:00,4169.0068,2025-01-01 04:20:00,0.4389,False
2025-01-02 04:20:00,2025-01-02,27,4273.9,2025-01-02 04:30:00,,2024-12-26 04:30:00,4260.24,2025-01-01 04:30:00,0.4364,False
2025-01-02 04:30:00,2025-01-02,28,4219.0352,2025-01-02 04:40:00,,2024-12-26 04:40:00,4217.2222,2025-01-01 04:40:00,0.4393,False
2025-01-02 04:40:00,2025-01-02,29,4069.3885,2025-01-02 04:50:00,,2024-12-26 04:50:00,4261.857,2025-01-01 04:50:00,0.4422,False
2025-01-02 04:50:00,2025-01-02,30,4030.95,2025-01-02 05:00:00,,2024-12-26 05:00:00,4341.9,2025-01-01 05:00:00,0.4395,False
2025-01-02 05:00:00,2025-01-02,31,4262.9553,2025-01-02 05:10:00,,2024-12-26 05:10:00,4208.2208,2025-01-01 05:10:00,0.4333,False
2025-01-02 05:10:00,2025-01-02,32,4330.5086,2025-01-02 05:20:00,,2024-12-26 05:20:00,4302.1233,2025-01-01 05:20:00,0.4439,False
2025-01-02 05:20:00,2025-01-02,33,4149.13,2025-01-02 05:30:00,,2024-12-26 05:30:00,4456.59,2025-01-01 05:30:00,0.4301,False
2025-01-02 05:30:00,2025-01-02,34,4130.3346,2025-01-02 05:40:00,,2024-12-26 05:40:00,4148.637,2025-01-01 05:40:00,0.3713,False
2025-01-02 05:40:00,2025-01-02,35,4641.7286,2025-01-02 05:50:00,,2024-12-26 05:50:00,4498.1333,2025-01-01 05:50:00,0.5708,False
2025-01-02 05:50:00,2025-01-02,36,5411.59,2025-01-02 06:00:00,,2024-12-26 06:00:00,5369.38,2025-01-01 06:00:00,0.9099,False
2025-01-02 06:00:00,2025-01-02,37,5738.8011,2025-01-02 06:10:00,,2024-12-26 06:10:00,5440.8991,2025-01-01 06:10:00,0.9368,False
2025-01-02 06:10:00,2025-01-02,38,5695.3891,2025-01-02 06:20:00,,2024-12-26 06:20:00,5316.893,2025-01-01 06:20:00,0.8758,False
