older_issue_datetime,newer_issue_datetime,issue_pair,nominal_target_datetime,older_horizon_hour,newer_horizon_hour,older_forecast_kw,newer_forecast_kw,revision_kw,abs_revision_kw,same_nominal_target,consecutive_release_gap_hours
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 07:00:00,7,1,3.1173,3.0919,-0.02540000000000031,0.02540000000000031,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 08:00:00,8,2,1603.3305,1588.7839,-14.546600000000126,14.546600000000126,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 09:00:00,9,3,3409.0929,3297.9893,-111.10359999999991,111.10359999999991,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 10:00:00,10,4,4871.2875,4692.2274,-179.0601000000006,179.0601000000006,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 11:00:00,11,5,5785.111,5220.3894,-564.7215999999999,564.7215999999999,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 12:00:00,12,6,5737.1717,5078.6992,-658.4724999999999,658.4724999999999,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 13:00:00,13,7,6047.3964,5314.2003,-733.1960999999992,733.1960999999992,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 13:00:00,7,1,5314.2003,5330.4298,16.22949999999946,16.22949999999946,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 14:00:00,14,8,4687.1165,4833.7142,146.59770000000026,146.59770000000026,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 14:00:00,8,2,4833.7142,4549.2579,-284.45630000000074,284.45630000000074,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 15:00:00,15,9,3572.6529,3588.0375,15.384599999999864,15.384599999999864,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 15:00:00,9,3,3588.0375,3365.5312,-222.5063,222.5063,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 16:00:00,16,10,1629.9964,1660.0369,30.040500000000065,30.040500000000065,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 16:00:00,10,4,1660.0369,1504.2156,-155.82130000000006,155.82130000000006,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 17:00:00,17,11,3.1956,3.0359,-0.1597000000000004,0.1597000000000004,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 17:00:00,11,5,3.0359,2.8622,-0.17369999999999974,0.17369999999999974,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 18:00:00,18,12,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 18:00:00,12,6,0.0,0.0,0.0,0.0,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 19:00:00,19,13,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 19:00:00,13,7,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-01 19:00:00,7,1,0.0,0.0,0.0,0.0,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 20:00:00,20,14,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 20:00:00,14,8,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-01 20:00:00,8,2,0.0,0.0,0.0,0.0,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 21:00:00,21,15,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 21:00:00,15,9,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-01 21:00:00,9,3,0.0,0.0,0.0,0.0,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 22:00:00,22,16,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 22:00:00,16,10,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-01 22:00:00,10,4,0.0,0.0,0.0,0.0,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-01 23:00:00,23,17,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-01 23:00:00,17,11,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-01 23:00:00,11,5,0.0,0.0,0.0,0.0,true,6
2025-01-01 00:00:00,2025-01-01 06:00:00,0→6,2025-01-02 00:00:00,24,18,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-02 00:00:00,18,12,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 00:00:00,12,6,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-02 01:00:00,19,13,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 01:00:00,13,7,0.0,0.0,0.0,0.0,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 01:00:00,7,1,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-02 02:00:00,20,14,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 02:00:00,14,8,0.0,0.0,0.0,0.0,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 02:00:00,8,2,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-02 03:00:00,21,15,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 03:00:00,15,9,0.0,0.0,0.0,0.0,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 03:00:00,9,3,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-02 04:00:00,22,16,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 04:00:00,16,10,0.0,0.0,0.0,0.0,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 04:00:00,10,4,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-02 05:00:00,23,17,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 05:00:00,17,11,0.0,0.0,0.0,0.0,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 05:00:00,11,5,0.0,0.0,0.0,0.0,true,6
2025-01-01 06:00:00,2025-01-01 12:00:00,6→12,2025-01-02 06:00:00,24,18,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 06:00:00,18,12,0.0,0.0,0.0,0.0,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 06:00:00,12,6,0.0,0.0,0.0,0.0,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 07:00:00,19,13,6.8708,5.5153,-1.3555000000000001,1.3555000000000001,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 07:00:00,13,7,5.5153,6.3604,0.8451000000000004,0.8451000000000004,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 07:00:00,7,1,6.3604,6.5122,0.1517999999999997,0.1517999999999997,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 08:00:00,20,14,1827.9739,1227.5446,-600.4293,600.4293,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 08:00:00,14,8,1227.5446,1424.7328,197.18820000000005,197.18820000000005,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 08:00:00,8,2,1424.7328,1453.1843,28.451499999999896,28.451499999999896,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 09:00:00,21,15,3207.1033,2350.4812,-856.6221,856.6221,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 09:00:00,15,9,2350.4812,2844.2052,493.7239999999997,493.7239999999997,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 09:00:00,9,3,2844.2052,3099.4257,255.2204999999999,255.2204999999999,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 10:00:00,22,16,4565.1144,3845.2786,-719.8358000000003,719.8358000000003,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 10:00:00,16,10,3845.2786,3600.2106,-245.0680000000002,245.0680000000002,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 10:00:00,10,4,3600.2106,4269.3966,669.1860000000001,669.1860000000001,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 11:00:00,23,17,6040.8,4815.3247,-1225.4753,1225.4753,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 11:00:00,17,11,4815.3247,4746.2786,-69.04610000000048,69.04610000000048,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 11:00:00,11,5,4746.2786,5146.0167,399.7381000000005,399.7381000000005,true,6
2025-01-01 12:00:00,2025-01-01 18:00:00,12→18,2025-01-02 12:00:00,24,18,6339.1125,4086.8116,-2252.3009,2252.3009,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 12:00:00,18,12,4086.8116,4915.505,828.6934000000001,828.6934000000001,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 12:00:00,12,6,4915.505,5556.849,641.344,641.344,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 13:00:00,19,13,4228.7374,5251.6498,1022.9124000000002,1022.9124000000002,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 13:00:00,13,7,5251.6498,5946.4073,694.7574999999997,694.7574999999997,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 13:00:00,7,1,5946.4073,5392.7373,-553.6700000000001,553.6700000000001,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 14:00:00,20,14,3799.2978,4965.3525,1166.0547000000001,1166.0547000000001,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 14:00:00,14,8,4965.3525,5359.9875,394.6350000000002,394.6350000000002,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 14:00:00,8,2,5359.9875,4793.417,-566.5704999999998,566.5704999999998,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 15:00:00,21,15,2472.4285,3588.0375,1115.609,1115.609,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 15:00:00,15,9,3588.0375,3342.8554,-245.1821,245.1821,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 15:00:00,9,3,3342.8554,3115.7896,-227.06579999999985,227.06579999999985,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 16:00:00,22,16,1182.0118,1839.6,657.5881999999999,657.5881999999999,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 16:00:00,16,10,1839.6,1758.32,-81.27999999999997,81.27999999999997,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 16:00:00,10,4,1758.32,1653.8059,-104.51409999999987,104.51409999999987,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 17:00:00,23,17,5.091,8.0706,2.9796000000000005,2.9796000000000005,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 17:00:00,17,11,8.0706,6.5192,-1.551400000000001,1.551400000000001,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 17:00:00,11,5,6.5192,6.4763,-0.042899999999999494,0.042899999999999494,true,6
2025-01-01 18:00:00,2025-01-02 00:00:00,18→next-day-0,2025-01-02 18:00:00,24,18,0.0,0.0,0.0,0.0,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 18:00:00,18,12,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 18:00:00,12,6,0.0,0.0,0.0,0.0,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 19:00:00,19,13,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 19:00:00,13,7,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-02 19:00:00,7,1,0.0,0.0,0.0,0.0,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 20:00:00,20,14,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 20:00:00,14,8,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-02 20:00:00,8,2,0.0,0.0,0.0,0.0,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 21:00:00,21,15,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 21:00:00,15,9,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-02 21:00:00,9,3,0.0,0.0,0.0,0.0,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 22:00:00,22,16,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 22:00:00,16,10,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-02 22:00:00,10,4,0.0,0.0,0.0,0.0,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-02 23:00:00,23,17,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-02 23:00:00,17,11,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-02 23:00:00,11,5,0.0,0.0,0.0,0.0,true,6
2025-01-02 00:00:00,2025-01-02 06:00:00,0→6,2025-01-03 00:00:00,24,18,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-03 00:00:00,18,12,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 00:00:00,12,6,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-03 01:00:00,19,13,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 01:00:00,13,7,0.0,0.0,0.0,0.0,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 01:00:00,7,1,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-03 02:00:00,20,14,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 02:00:00,14,8,0.0,0.0,0.0,0.0,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 02:00:00,8,2,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-03 03:00:00,21,15,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 03:00:00,15,9,0.0,0.0,0.0,0.0,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 03:00:00,9,3,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-03 04:00:00,22,16,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 04:00:00,16,10,0.0,0.0,0.0,0.0,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 04:00:00,10,4,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-03 05:00:00,23,17,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 05:00:00,17,11,0.0,0.0,0.0,0.0,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 05:00:00,11,5,0.0,0.0,0.0,0.0,true,6
2025-01-02 06:00:00,2025-01-02 12:00:00,6→12,2025-01-03 06:00:00,24,18,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 06:00:00,18,12,0.0,0.0,0.0,0.0,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 06:00:00,12,6,0.0,0.0,0.0,0.0,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 07:00:00,19,13,11.4514,9.5321,-1.9192999999999998,1.9192999999999998,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 07:00:00,13,7,9.5321,9.2912,-0.2408999999999999,0.2408999999999999,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 07:00:00,7,1,9.2912,10.1517,0.8605,0.8605,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 08:00:00,20,14,1377.1773,1513.0067,135.82939999999985,135.82939999999985,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 08:00:00,14,8,1513.0067,1514.0314,1.0247000000001663,1.0247000000001663,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 08:00:00,8,2,1514.0314,1543.8265,29.79509999999982,29.79509999999982,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 09:00:00,21,15,3653.775,2860.0466,-793.7284,793.7284,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 09:00:00,15,9,2860.0466,3078.4182,218.37159999999994,218.37159999999994,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 09:00:00,9,3,3078.4182,3340.5575,262.1392999999998,262.1392999999998,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 10:00:00,22,16,4903.35,3793.6223,-1109.7277000000004,1109.7277000000004,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 10:00:00,16,10,3793.6223,4510.5495,716.9272000000001,716.9272000000001,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 10:00:00,10,4,4510.5495,4903.35,392.8005000000003,392.8005000000003,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 11:00:00,23,17,5017.1291,4445.8828,-571.2462999999998,571.2462999999998,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 11:00:00,17,11,4445.8828,5403.0295,957.1466999999993,957.1466999999993,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 11:00:00,11,5,5403.0295,5614.4735,211.44400000000041,211.44400000000041,true,6
2025-01-02 12:00:00,2025-01-02 18:00:00,12→18,2025-01-03 12:00:00,24,18,6339.1125,4246.4353,-2092.6772,2092.6772,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 12:00:00,18,12,4246.4353,6228.0795,1981.6441999999997,1981.6441999999997,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 12:00:00,12,6,6228.0795,6339.1125,111.03300000000036,111.03300000000036,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 13:00:00,19,13,4365.3181,5051.5846,686.2664999999997,686.2664999999997,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 13:00:00,13,7,5051.5846,5537.59,486.0054,486.0054,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 13:00:00,7,1,5537.59,5352.8521,-184.73790000000008,184.73790000000008,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 14:00:00,20,14,4051.699,5134.1073,1082.4082999999996,1082.4082999999996,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 14:00:00,14,8,5134.1073,4719.9642,-414.1430999999993,414.1430999999993,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 14:00:00,8,2,4719.9642,4911.3123,191.34809999999925,191.34809999999925,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 15:00:00,21,15,2758.4743,3661.5375,903.0632,903.0632,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 15:00:00,15,9,3661.5375,3200.0998,-461.43769999999995,461.43769999999995,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 15:00:00,9,3,3200.0998,3255.4369,55.33710000000019,55.33710000000019,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 16:00:00,22,16,1424.3298,1457.3727,33.04289999999992,33.04289999999992,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 16:00:00,16,10,1457.3727,1337.2871,-120.08559999999989,120.08559999999989,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 16:00:00,10,4,1337.2871,1521.1799,183.89280000000008,183.89280000000008,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 17:00:00,23,17,11.2687,10.9081,-0.3606000000000016,0.3606000000000016,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 17:00:00,17,11,10.9081,10.2099,-0.6981999999999999,0.6981999999999999,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 17:00:00,11,5,10.2099,10.2119,0.002000000000000668,0.002000000000000668,true,6
2025-01-02 18:00:00,2025-01-03 00:00:00,18→next-day-0,2025-01-03 18:00:00,24,18,0.0,0.0,0.0,0.0,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 18:00:00,18,12,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 18:00:00,12,6,0.0,0.0,0.0,0.0,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 19:00:00,19,13,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 19:00:00,13,7,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-03 19:00:00,7,1,0.0,0.0,0.0,0.0,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 20:00:00,20,14,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 20:00:00,14,8,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-03 20:00:00,8,2,0.0,0.0,0.0,0.0,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 21:00:00,21,15,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 21:00:00,15,9,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-03 21:00:00,9,3,0.0,0.0,0.0,0.0,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 22:00:00,22,16,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 22:00:00,16,10,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-03 22:00:00,10,4,0.0,0.0,0.0,0.0,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-03 23:00:00,23,17,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-03 23:00:00,17,11,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-03 23:00:00,11,5,0.0,0.0,0.0,0.0,true,6
2025-01-03 00:00:00,2025-01-03 06:00:00,0→6,2025-01-04 00:00:00,24,18,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-04 00:00:00,18,12,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-04 00:00:00,12,6,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-04 01:00:00,19,13,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-04 01:00:00,13,7,0.0,0.0,0.0,0.0,true,6
2025-01-03 18:00:00,2025-01-04 00:00:00,18→next-day-0,2025-01-04 01:00:00,7,1,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-04 02:00:00,20,14,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-04 02:00:00,14,8,0.0,0.0,0.0,0.0,true,6
2025-01-03 18:00:00,2025-01-04 00:00:00,18→next-day-0,2025-01-04 02:00:00,8,2,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-04 03:00:00,21,15,0.0,0.0,0.0,0.0,true,6
2025-01-03 12:00:00,2025-01-03 18:00:00,12→18,2025-01-04 03:00:00,15,9,0.0,0.0,0.0,0.0,true,6
2025-01-03 18:00:00,2025-01-04 00:00:00,18→next-day-0,2025-01-04 03:00:00,9,3,0.0,0.0,0.0,0.0,true,6
2025-01-03 06:00:00,2025-01-03 12:00:00,6→12,2025-01-04 04:00:00,22,16,0.0,0.0,0.0,0.0,true,6
